12,30,20,38,16,34,15,18,39,1,48,11,13,10,19,44,0,45,49,7,5,26,33,37,21,25,43,35,41,14,40,6,28,8,42,22,32,27,46,29,23,36,47,3,2,9,24,31,17,4
11,37,42,22,46,9,43,17,24,23,12,19,2,14,5,31,13,35,34,38,10,36,33,32,29,44,8,21,7,39,3,16,41,49,15,0,30,1,25,26,45,6,18,40,28,20,48,27,4,47
17,38,14,41,36,30,15,48,11,49,46,12,13,39,16,10,31,6,0,8,1,5,34,20,4,19,43,45,28,2,7,44,29,27,23,3,37,47,40,9,42,25,33,32,21,18,24,26,35,22
10,27,47,7,34,9,35,12,23,40,31,15,14,41,17,6,38,4,28,33,37,36,48,43,29,11,25,0,22,19,39,49,3,20,18,16,21,42,24,2,5,1,46,26,45,8,13,30,32,44
21,6,12,5,16,17,10,35,13,1,25,22,24,29,41,2,3,28,37,42,40,7,20,49,48,38,4,39,8,34,26,11,14,23,43,32,44,15,27,0,19,45,46,30,47,18,9,33,36,31
32,25,35,37,24,43,46,39,30,42,5,38,48,19,21,14,23,34,22,15,36,18,3,9,40,20,33,4,47,27,10,0,49,6,1,13,44,17,8,31,45,16,7,12,41,11,28,2,26,29
29,25,17,4,34,26,48,20,35,16,15,27,41,38,42,49,13,31,22,2,11,39,3,23,0,8,21,14,10,37,28,45,40,18,33,19,9,7,30,47,46,24,6,44,32,1,36,12,43,5
36,48,29,41,18,32,17,10,20,45,3,15,42,37,14,22,43,31,11,6,12,24,27,49,46,2,25,16,9,5,19,35,1,47,23,39,40,28,21,13,26,33,34,7,8,44,38,0,30,4
11,28,6,35,1,46,34,40,10,15,21,12,8,7,4,13,5,0,22,36,42,14,27,48,38,9,25,41,44,37,3,18,47,16,19,23,49,24,26,39,45,29,30,31,32,33,20,43,2,17
25,18,48,34,22,12,31,40,30,49,1,20,3,36,9,4,42,38,33,43,44,15,14,39,41,45,47,6,24,13,19,23,16,8,21,5,32,29,11,0,46,26,35,2,37,10,7,27,17,28
10,1,31,42,33,6,9,13,14,19,35,47,28,21,8,26,18,49,39,48,43,3,0,37,29,41,23,5,25,46,44,27,15,32,36,16,45,24,7,12,40,20,2,22,34,38,30,4,11,17
49,21,16,0,7,6,20,10,42,23,30,40,17,8,33,36,22,28,48,18,34,26,3,19,35,11,2,38,31,44,39,9,29,27,24,5,47,43,25,4,46,12,45,15,13,32,41,37,1,14
25,31,24,46,1,23,35,34,4,19,29,47,13,44,20,26,41,21,33,22,5,38,7,28,32,11,14,27,3,12,48,15,16,45,37,2,39,36,0,40,9,49,30,43,10,42,18,6,17,8
13,20,11,38,9,43,17,4,22,45,0,44,25,7,28,5,39,33,15,1,21,30,6,42,46,36,29,49,23,16,10,31,34,41,35,3,14,37,32,2,24,27,47,48,19,8,40,26,12,18
45,36,44,14,20,11,37,32,40,9,31,23,17,47,33,28,34,0,10,6,1,8,18,21,7,42,22,2,38,15,16,4,35,26,30,19,29,48,13,5,3,49,41,39,24,12,27,25,46,43
22,40,17,27,14,18,7,49,30,10,31,36,37,0,28,19,20,48,4,21,47,33,43,39,42,45,11,9,24,25,38,2,12,6,3,15,5,35,16,29,34,13,41,26,8,23,44,46,1,32
48,40,5,25,45,37,6,24,42,10,28,3,9,33,2,17,23,22,18,11,8,34,35,41,31,49,32,38,27,16,15,1,4,44,29,19,21,46,36,0,39,12,47,43,26,20,7,14,13,30
18,10,29,17,4,42,9,48,20,33,11,6,13,19,41,27,16,38,34,44,45,7,21,28,46,5,26,49,36,43,31,15,1,22,32,3,40,39,23,37,25,30,8,14,47,12,24,0,2,35
45,18,42,25,17,49,32,30,48,41,3,13,23,0,35,10,8,31,40,43,47,15,37,6,7,46,19,24,29,27,2,11,44,39,34,12,28,33,14,22,5,9,16,38,26,1,20,36,4,21
17,22,49,47,30,48,16,2,26,32,7,13,3,25,12,4,45,9,18,27,36,0,23,20,5,19,1,11,6,10,42,43,41,40,31,34,39,24,14,37,8,46,44,29,15,33,38,35,28,21
3,25,20,45,30,47,2,24,34,18,12,43,29,6,19,49,40,22,17,46,10,16,37,38,13,9,23,44,42,14,27,35,15,36,32,21,48,11,31,5,41,0,39,1,7,28,26,33,4,8
15,32,21,10,25,37,5,18,40,42,11,43,49,47,36,34,12,23,22,31,9,26,33,0,20,17,19,46,45,13,14,3,35,4,30,24,29,41,6,7,39,16,44,27,1,8,2,28,48,38
27,9,37,31,13,21,44,10,32,47,25,35,36,8,22,24,11,14,40,2,15,45,46,19,4,39,33,3,42,18,49,1,12,0,30,29,38,34,23,6,7,5,43,17,20,26,48,41,28,16
21,0,48,3,14,33,2,37,12,32,7,23,42,30,28,20,5,4,25,11,49,46,35,19,31,10,16,27,38,40,24,44,34,17,15,26,1,18,6,43,41,36,45,9,22,8,13,39,29,47
42,3,16,25,8,27,39,26,41,7,20,29,0,32,12,49,21,22,40,9,34,13,2,14,43,37,24,17,33,48,23,35,30,10,47,44,31,36,5,6,45,19,11,15,18,1,4,38,28,46
13,44,49,39,27,7,28,2,10,29,24,36,42,25,45,0,31,6,47,38,17,3,41,12,21,46,22,16,5,37,33,14,35,32,19,18,34,43,9,48,26,30,1,4,8,15,23,40,20,11
20,32,34,28,26,13,29,21,0,38,18,14,46,48,36,6,15,45,43,3,19,44,35,33,47,8,31,41,5,12,9,27,11,49,42,22,37,25,24,23,39,2,40,16,7,1,30,10,4,17
10,3,9,31,27,21,46,37,26,12,7,25,0,15,8,30,4,13,24,32,41,40,42,17,1,49,23,36,43,20,45,5,11,6,34,2,35,22,33,47,38,28,14,29,48,16,18,19,44,39
27,35,40,17,42,10,23,24,9,25,13,2,30,37,12,44,11,38,34,20,1,0,41,3,45,49,7,5,31,19,28,32,47,4,33,29,36,46,15,26,8,39,14,6,18,21,16,22,48,43
